,ReviewTitle,RestaurantAddress,RestaurantName,Review,Food,RestaurantReview,FoodReview,RestaurantFeature(spacy),FoodFeature(spacy),RestaurantFeature(vader),FoodFeature(vader)
286,Dinner date with loves 😍 @annpsy @huyuxuan #FotoRus #sichuandouhua #sichuanfood #sichuan #food #chicken #mala #beancurd #fish #chilli #scallop #soup #noodle #dessert #mangopudding #mango #pudding #dinner #nofilter #singapore,"181 Kitchener Road, Singapore",Si Chuan Dou Hua Restaurant (PARKROYAL on Kitchener Road),-,,-,,,,,
287,Dinner with @x.i.a.o.w.e.i #whitagram #dinner #steakhouse #westernfood #western #food #singapore,"2 Stamford Road, Singapore",Wooloomooloo Steakhouse,-,,-,,,,,
288,Dinner!!,"638 Jurong West Street 61, Singapore",McDonald's (Pioneer Mall),🍫🍫🍫🍦🍦🍦.#mcdonalds #mcdonaldssg #mcdsg #mcd #sgig #mcdhersheysicecream #mcflurry #hersheysmcflurry #dessert #chocolate #hersheyschocolates #indulgence #burpple,"chocolate,chocolates,cream,dessert,icecream,mcflurry",🍫🍫🍫🍦🍦🍦.            ,,🍫,,,
289,Diver's Scallops (part of $68++ four-course dinner).,"8 Sentosa Gateway, Singapore",Tangerine,"Chef Ian Kittichai has refreshed Tangerine's menu with a focus on ingredients – responsibly sourced and ecologically friendly ingredients, and wherever possible locally.🔸Their new menu therefore includes appetisers such as this ecologically friendly Diver Scallops that are seared and served with herbs from Tangerine’s adjoining garden and a cashew nut milk-chilli dressing.🔸Dishes at Tangerine have a contemporary presentation, but they retained many classic Thai flavours. It's a place to impress, definitely, as it's a beautiful and tranquil restaurant surrounded by their lush herb garden, and you have a good chance of spotting peacocks right outside the window.🔸There aren't many places serving fine-dining Thai with a modern take on Asian flavours. And prices are reasonable too - a 4 course meal is priced at $58/$68++ during lunch/dinner respectively.🔸🔸[Tasting ] #rwsentosa #seafoodsg #thaifood #thaifoodsg #burpple #singaporeinsiders #finediningsg #sgfood #foodsg #instasg #instafood_sg #foodcoma #f52grams #hungrygowhere #singaporefood #singapore #sgfoodblogger #vscofood #sgig #yummy #cafehoppingsg #singapore #sentosa #diversscallop #michelinguidesg #sgfinedining #scallops","cashew nut,chilli,herbs,milk,nut,rice,scallop,seafood","🔸 but they retained many classic thai flavours. it's a place to impress, definitely, as it's a beautiful and tranquil restaurant surrounded by their lush herb garden, and you have a good chance of spotting peacocks right outside the window. there aren't many places serving fine-dining thai with a modern take on asian flavours. [tasting ]                           ","chef ian kittichai has refreshed tangerine's menu with a focus on ingredients – responsibly sourced and ecologically friendly ingredients, and wherever possible locally. their new menu therefore includes appetisers such as this ecologically friendly diver scallops that are seared and served with herbs from tangerine’s adjoining garden and a cashew nut milk-chilli dressing.🔸dishes at tangerine have a contemporary presentation, and prices are reasonable too - a 4 course meal is priced at $58/$68++ during lunch/dinner respectively.🔸🔸","retained,classic,thai,impress,beautiful,tranquil,surrounded,lush,good,spotting,serving,fine,modern,asian,tasting","ian,refreshed,responsibly sourced,ecologically friendly,possible,new,includes,seared,served,nut,contemporary,reasonable,priced","🔸,impress,definitely,beautiful,good,chance,fine","friendly,🔸,respectively"
290,Does food from the land of smiles make you smile?,"10 Farrer Park Station Road, Singapore",Blue Jasmine (Park Hotel Farrer Park),"I have always loved thai cuisine. And to be at a media tasting @bluejasmine.sg @parkhotelfarrerpark certainly make me smile.▫️▪️Here of course, expect the sweet, sour and spicy flavors that will definitely tease all the senses. A must order is the tangy tomyum soup and the delectable phad thai. Other items available are red chicken curry, thai crab cake, the perky green papaya salad, just to name a few. And without a doubt, there is room for anything sweet. Red ruby perhaps?▫️▪️Located just a stone's throw from Farrer Park MRT, the ambience bears a relaxed and cozy feel. Prices are indeed reasonable. Yes, I was still smiling till end of the tssting.▫️▪️Thank you @foodmakescalhappy for the invite and @bluejasmine.sg for the warm hospitality.▫️▪️Address: 5th level Park Hotel Farrer Park10 Farrer Park Station RoadTel : 6824 8851Bit.ly/bluejasminereservation#mediainvite #8dayseat #burpple #instagood #photooftheday #bloggers #bestfoodphoto #foodphotography #foodporn #thaicuisine #tastesocietysg #singaporeinsiders #bluejasminesg #topsingaporerestaurants #parkhotelgroup","cake,chicken,crab,crab cake,curry,papaya,papaya salad,pho,pita,rice,salad,tea,tomyum,tomyum soup","i have always loved thai cuisine. and to be at a media tasting .sg  certainly make me smile.▫ and without a doubt, there is room for anything sweet. ️ ▪️located just a stone's throw from farrer park mrt, the ambience bears a relaxed and cozy feel. yes, i was still smiling till end of the tssting.▫️▪️thank ▪️address: 5th level park hotel farrer park10 farrer park station roadtel : 6824 8851bit.ly/bluejasminereservation              ","️▪️here of course, expect the sweet, sour and spicy flavors that will definitely tease all the senses. a must order is the tangy tomyum soup and the delectable phad thai. other items available are red chicken curry, thai crab cake, the perky green papaya salad, just to name a few. red ruby perhaps?▫ prices are indeed reasonable. you  for the invite and .sg for the warm hospitality.▫️","loved,thai,certainly smile,sweet,️located,farrer,bears,relaxed,cozy,feel,smiling,tssting.,5th","expect,sweet,sour,spicy,definitely tease,tangy,soup,delectable,phad,thai,available,red,perky,green,reasonable,warm,hospitality.","loved,certainly,smile,doubt,sweet,relaxed,yes,smiling","sweet,definitely,tease,delectable,invite,warm"
291,Don't belittle HongKong's handmade black sesame rice balls/dumplings that comes in bite size.,,Jia Jia Desserts,The exterior skin is so soft that you'll be blown away when the black sesame paste explodes in your mouth. The ultimate comfort is to pair it with ginger soup.,black sesame,the ultimate comfort is to pair it with ginger soup.,the exterior skin is so soft that you'll be blown away when the black sesame paste explodes in your mouth.,"ultimate,pair","exterior,soft,blown,away black",comfort,
292,Double Cheeseburger,"53 Ang Mo Kio Avenue 3, Singapore",A&W (AMK Hub),Came here before noon time to avoid the larger crowd. Service was pretty fast. Although paying $10.50 seems much expensive when you could have it cheaper just across the border.,,came here before noon time to avoid the larger crowd. service was pretty fast. although paying $10.50 seems much expensive when you could have it cheaper just across the border.,,"came,avoid,larger,paying,expensive,cheaper",,"avoid,pretty",
293,Double Matcha Soufflé from earlier.,"2 Orchard Turn, Singapore",Hoshino Coffee (ION Orchard),Burp.,,burp.,,burp,,,
294,Double boiled Chicken soup with Peruvian Ginseng [$26]Braised sea cucumber with Grandma’s braised pork belly [$36]Chendol with coconut ice cream [$12.80]I was impressed at how flavourful the soup is and how soft and tender the meat is.,"290 Orchard Road, Singapore",Crystal Jade Golden Palace (Paragon),And look at that yummy braised pork belly! Ending the dinner with chendol top with coconut ice cream.,"braised pork,chendol,coconut ice cream,cream,ice cream,nut,pork,pork belly",,and look at that yummy braised pork belly! ending the dinner with chendol top with coconut ice cream.,,"look,yummy,braised,ending,coconut",,yummy
295,Double egg Spinach soup (Spinach Soup Stall #01-154),"105 Yishun Ring Road, Singapore",Chong Pang Market & Food Centre,"Actually its amaranth, probably named Spinach soup cos not many people know what amaranth isUsually cooked till tender, this one was blanched and so it has a teeny bit more bite than what im used to. The soup also contains century Egg, Salted egg, tofu, mushrooms, and wolfberries. Really comforting and actl slightly thick, i liked everything about it except the wolfberries which added bursts of sweetness, slightly out of tune with the other salty umami flavours","berries,egg,mushroom,mushrooms,tofu,wolfberries",,"actually its amaranth, probably named spinach soup cos not many people know what amaranth isusually cooked till tender, this one was blanched and so it has a teeny bit more bite than what im used to. the soup also contains century egg, salted egg, tofu, mushrooms, and wolfberries. really comforting and actl slightly thick, i liked everything about it except the wolfberries which added bursts of sweetness, slightly out of tune with the other salty umami flavours",,"actually amaranth,probably named,know,amaranth,isusually cooked,blanched,teeny,m,contains,salted,comforting,actl slightly thick,liked,added,salty",,"comforting,liked,sweetness"
296,Dragon & Buri @ Pixy.,"16 Mohamed Sultan Road, Singapore",Pixy,"A contemporary dinner-only restaurant that serves up delicious fine-dining style Japanese French fusion..The awesomely named Dragon & Buri has 5 key ingredients..The first; lightly fried fresh buri / yellowtail / Japanese amberjack fish, coated in a crisp crunchy tempura batter. The fish is light and flaky moist, with a distinct savoury salty fish flavour..The second and third; a blend of cream cheese and dragonfruit juice, smeared on the serving plate. This has a rich, creamy thick texture, with bright fruity sweet sour flavour..The fourth; crisp fried emperor vegetable / basella alba leaves with vegetal sweet salty flavour, is draped over the dish..Finally the fifth; grainy minced garlic dressing with a sharp herbal sour earthy flavour to pair..Chef was inspired by the Singaporean food culture, crafting this to pay homage to the exotic fruits on the island..Invited tasting. 5-course omakase starts at SGD $100++ per person....PixyMore details in profile & blog","cheese,cream,cream cheese,fish,fruit,tart,tarts,tempura,vegetable,yellowtail",a contemporary dinner-only restaurant that serves up delicious fine-dining style japanese french fusion.. the awesomely named dragon & buri has 5 key ingredients.. finally the fifth; grainy minced garlic dressing with a sharp herbal sour earthy flavour to pair.. invited tasting. 5-course pixymore details in profile & blog,"the first; lightly fried fresh buri / yellowtail / japanese amberjack fish, coated in a crisp crunchy tempura batter. the fish is light and flaky moist, with a distinct savoury salty fish flavour.. the second and third; a blend of cream cheese and dragonfruit juice, smeared on the serving plate. this has a rich, creamy thick texture, with bright fruity sweet sour flavour.. the fourth; crisp fried emperor vegetable / basella alba leaves with vegetal sweet salty flavour, is draped over the dish.. chef was inspired by the singaporean food culture, crafting this to pay homage to the exotic fruits on the island.. omakase starts at sgd $100++ per person....","contemporary,serves,delicious,fine,japanese,french,awesomely named,key,finally fifth,grainy,minced,garlic,dressing,sharp,herbal,sour,earthy,pair,invited,5-course,profile","lightly fried,fresh,japanese,coated,crisp,crunchy,tempura,light,flaky,distinct,salty,second,cream,smeared,serving,rich,creamy,thick,bright,sweet,sour,fourth,fried,vegetable,vegetal,draped,inspired,singaporean,crafting,pay,exotic,starts","delicious,fine","fresh,rich,bright,sweet,inspired,pay"
297,Drink coffee.,"74 Neil Road, Singapore",Cheeky,Do stupid things faster with more energy.,,do stupid things faster with more energy.,,stupid,,"stupid,energy",
298,Drink.,Singapore,Guoco Tower Singapore,Drank. Drunk. 🥃🥃Lychee. Yuzu & Shiso. Jim Beam Highball......#meryleats #whati8today #sgfoodunion #8dayseat #burpple #openricesg #instadaily #instafood #foodgasm #foodie #foodspotting #foodstagram #foodstamping #foodporn #foodphotography #vscofood #eatbooksg #sgfood #sgfoodies #ieatishootipost #nofilter #likes #sgfooddiary #meryldrinks #jimbeamhighball #klook #tanjongpagar #whisky #jimbeam #chillax,"pho,rice,whisky",drank. drunk. 🥃🥃lychee. yuzu & shiso. jim beam highball......                             ,,"drank,drunk,yuzu,jim",,drunk,
